Title,Author,Score,Ratings,Shelvings,Published
City at World's End ,Edmond Hamilton,3.66,1371,2143,1950
The Pursuit of Holiness,Jerry Bridges,4.33,22749,42176,1978
The Holiness of God,R.C. Sproul,4.41,21519,41437,1984
Spontaneous Activity in Education (The Advanced Montessori Method),Maria Montessori,3.96,139,339,1916
Tales of Ten Worlds,Arthur C. Clarke,4.0,2083,3463,1962
Wifedom: Mrs. Orwell's Invisible Life,Anna Funder,4.16,6003,20630,2023
Intensity,Dean Koontz,4.04,85409,138165,1995
"Rainbow Boys (Rainbow Trilogy, #1)",Alex   Sanchez,3.83,14011,29254,2001
The First World War,John Keegan,4.04,15007,38935,1999
Flow: The Psychology of Optimal Experience,Mihály Csíkszentmihályi,4.11,79412,294391,1990
Every Man a King: The Autobiography of Huey P. Long,Huey Long,3.8,169,657,1932
Cynics,Anatoly Mariengof,4.29,881,585,1928
The Legacies,Jessica  Goodman,3.58,4119,34577,2023
Otherworldly,F.T. Lukens,4.13,656,17212,2024
Power of Three,Diana Wynne Jones,3.97,3358,5529,1976
A Very Naughty Girl,L.T. Meade,3.19,103,226,1901
Home Again,Kristin Hannah,3.87,45332,67265,1996
"Hellboy, Vol. 3: The Chained Coffin and Others",Mike Mignola,4.23,19505,24339,1998
Scammed: Confessions of a Confused Accountant,Anonymous,2.88,74,130,1917
Further Adventures of Lad,Albert Payson Terhune,4.38,434,533,1922
"The Coming Wave: Technology, Power, and the Twenty-first Century's Greatest Dilemma",Mustafa Suleyman,3.88,4485,23980,2023
"Obelix and Co. (Asterix, #23)",René Goscinny,4.17,6369,7377,1976
Master Harold...and the boys,Athol Fugard,3.79,6218,8853,1982
The Castle,Franz Kafka,3.94,62964,140962,1926
The Outsider,Colin Wilson,4.04,4269,14715,1956
Life of Pi,Yann Martel,3.94,2491707,1954886,2001
A Touch of Death,Charles   Williams,3.81,908,1970,1953
"The Light Fantastic (Discworld, #2; Rincewind, #2)",Terry Pratchett,4.0,153022,179885,1986
UNDER PRESSURE,Frank Herbert,3.54,1803,1874,1956
"Jo of the Chalet School  (The Chalet School, #2)",Elinor M. Brent-Dyer,4.16,1073,1707,1926
"Resistance, Rebellion and Death: Essays",Albert Camus,4.19,3174,14039,1960
James Joyce's Ulysses: A Study,Stuart Gilbert,4.17,2330,6652,1932
Early Candlelight (Borealis Books),Maud Hart Lovelace,3.7,237,717,1929
The Complete Woodcuts of Albrecht Dürer,Albrecht Dürer,4.2,3742,6291,1936
The Scientific Outlook,Bertrand Russell,3.82,627,1370,1931
Three Generations,Yom Sang-seop,3.44,102,533,1932
In Parenthesis,David  Jones,3.94,684,3529,1937
Scum of the Earth,Arthur Koestler,4.31,502,1864,1941
The Devil Finds Work: Essays,James Baldwin,4.26,2178,9067,1976
"Bed of Roses (Bride Quartet, #2)",Nora Roberts,4.12,64190,92385,2009
"History of the Jews in Russia and Poland, Volume I (of 3): From the Earliest Times Until the Present Day",Simon Dubnow,3.72,18,102,1916
Horns,Joe Hill,3.93,113683,200760,2009
Ciao For Now,Kate Bromley,3.57,3873,20779,2023
"The Eyes of the Overworld (The Dying Earth, #2)",Jack Vance,4.13,4578,7444,1966
Rovering to Success: A Guide for Young Manhood,Robert Baden-Powell,4.14,176,348,1922
"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,4.43,553145,869956,2011
God in Search of Man: A Philosophy of Judaism,Abraham Joshua Heschel,4.39,1570,6684,1955
"The Apocalypse of Our Time, and Other Writings",Vasily Rozanov,3.55,71,176,1918
Lucky You,Carl Hiaasen,3.87,15149,18829,1991
"The Playlist (Springbrook Hills, #5)",Morgan  Elizabeth,3.73,14018,48811,2023
Kant and the Problem of Metaphysics (Studies in Continental Thought),Martin Heidegger,4.16,244,903,1929
"Pandemonium (Delirium, #2)",Lauren Oliver,4.03,239481,375731,2012
The Ghost Ship,Richard Barham Middleton,3.56,88,203,1912
The Witch and the Vampire,Francesca Flores,3.26,2649,27417,2023
The Complete Poems,Ben Jonson,3.84,511,1661,1925
"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing",Christiane Northrup,4.33,12732,18957,1994
The Therapist,B.A. Paris,3.78,100339,167549,2021
Darwin,Philip Appleman (editor),3.94,416,834,1908
"Trumps of Doom (The Chronicles of Amber, #6)",Roger Zelazny,4.06,15700,20185,1985
The Midwich Cuckoos,John Wyndham,3.91,25707,38666,1957
I Wonder as I Wander: An Autobiographical Journey,Langston Hughes,4.34,906,4000,1956
Bloodchild and Other Stories,Octavia E. Butler,4.35,23126,49314,1995
"This Man Confessed (This Man, #3)",Jodi Ellen Malpas,4.38,83308,119723,2013
No One Writes to the Colonel and Other Stories,Gabriel García Márquez,3.88,14449,25421,1961
A Sense of Where You Are: Bill Bradley at Princeton,John McPhee,4.1,1694,3988,1965
The Revenge List,Hannah Mary McKinnon,3.54,3035,19051,2023
"The Little Lady Agency (The Little Lady Agency, #1)",Hester Browne,3.76,27607,56189,2005
The Dark Tower I-III Boxed Set,Stephen King,4.46,8489,13999,1991
"When Calls the Heart (Canadian West, #1)",Janette Oke,4.2,25847,40992,1983
"Son (The Giver, #4)",Lois Lowry,3.99,103432,193950,2012
Wings Above The Diamantina (Inspector Napoleon Bonaparte #3),Arthur W. Upfield,4.07,496,644,1936
Richard the Third,Paul Murray Kendall,3.97,2949,6652,1955
The Process of Government: A Study of Social Pressures,Arthur Fisher Bentley,3.68,19,152,1908
Selected Poems,Marina Tsvetaeva,4.32,6842,15005,1971
"The Idea of Phenomenology (Husserliana: Edmund Husserl – Collected Works, 8)",Edmund Husserl,3.77,584,1930,1907
July's People,Nadine Gordimer,3.51,7696,18539,1981
"Don't Want You Like a Best Friend (Mischief & Matchmaking, #1)",Emma R. Alban,3.85,5570,46117,2024
"The Mystery of the Chinese Junk (Hardy Boys, #39)",Franklin W. Dixon,3.79,1651,2822,1959
"Flame in the Mist (Flame in the Mist, #1)",Renée Ahdieh,3.86,46061,151660,2017
Every Girl's Book,George F. Butler,3.04,97,186,1912
The Skin,Curzio Malaparte,4.05,3026,3338,1949
Introduction to Electrodynamics,David J. Griffiths,4.27,4214,9149,1981
Maame,Jessica George,4.07,85440,261263,2023
"Thief of Time (Discworld, #26; Death, #5)",Terry Pratchett,4.27,71985,96292,2001
El duelo,Joseph Conrad,3.87,1463,666,1908
Cash,Johnny Cash,4.02,23977,64040,1997
"Dancing at Midnight (The Splendid Trilogy, #2)",Julia Quinn,3.75,18305,26267,1995
If I Ran the Circus,Dr. Seuss,3.93,5512,8883,1956
"The Bobbsey Twins' Search in the Great City (Bobbsey Twins, #9)",Laura Lee Hope,3.84,363,580,1913
"Practically Seventeen (Tobey Heydon, #1)",Rosamond du Jardin,4.18,277,591,1943
The Hermetic Tradition: Symbols and Teachings of the Royal Art,Julius Evola,4.19,482,3091,1931
Alyosha the Pot,Leo Tolstoy,3.76,655,857,1911
"4th of July (Women's Murder Club, #4)",James Patterson,4.1,88977,130841,2005
"Fables, Vol. 3: Storybook Love",Bill Willingham (Writer),4.13,36905,48726,2004
Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.75,205723,341665,2001
The White Tiger,Aravind Adiga,3.76,192304,276468,2008
Does It Matter?,Alan W. Watts,4.09,1349,5125,1958
Titanic vals,Tudor Mușatescu,4.01,655,1116,1932
"The Strange Message in the Parchment (Nancy Drew Mystery Stories, #54)",Carolyn Keene,3.85,3708,7868,1974
Song of Songs,Beverley Hughesdon,4.31,362,323,1908
May Day,F. Scott Fitzgerald,3.65,1538,2245,1920
Loch,Paul Zindel,3.61,1062,1754,1900
Our Best Intentions,Vibhuti Jain,3.68,2571,21138,2023
"Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra",Robert Kapilow (Arrangement),4.47,130181,140706,1996
"Silent Lies (Perfectly Imperfect, #8)",Neva Altaj,4.22,17738,37684,2023
Lawrence of Arabia,B.H. Liddell Hart,3.94,172,696,1934
Letter from Birmingham Jail,Martin Luther King Jr.,4.55,3865,9836,1963
Oona Out of Order,Margarita Montimore,3.86,82622,169042,2020
Invasion Diary: A Dramatic Firsthand Account of the Allied Invasion of Italy,Richard Tregaskis,4.25,301,932,1944
"The Home: Its Work and Influence (Volume 1) (Classics in Gender Studies, 1)",Charlotte Perkins Gilman,3.81,26,121,1903
"Living Buddha, Living Christ",Thich Nhat Hanh,4.15,17834,45069,1997
Because of Stephen,Grace Livingston Hill,4.1,269,280,1904
Life and Fate,Vasily Grossman,4.45,13140,39581,1960
How to Win Friends and Influence People,Dale Carnegie,4.22,984381,2233107,1936
The Pivot of Civilization (Classics in Women's Studies),Margaret Sanger,2.59,96,393,1922
"King's Bride (Chronicles of Urn, #1)",Beck Michaels,3.85,4169,21914,2023
"Stamped: Racism, Antiracism, and You",Jason Reynolds,4.48,51362,161168,2020
Ten North Frederick,John O'Hara,3.81,822,2126,1955
Roller Girl,Victoria Jamieson,4.29,65099,102465,2015
Impasse des deux palais,Naguib Mahfouz,4.19,20011,31192,1956
Dawn O'Hara: The Girl Who Laughed,Edna Ferber,3.84,287,294,1911
Dorland's Illustrated Medical Dictionary with CD-ROM: Dorland's Illustrated Medical Dictionary with CD-ROM (Dorland's Medical Dictionary),W.A. Newman Dorland,4.34,122,191,1900
"My Best Games of Chess, 1908 - 1937",Alexander Alekhine,4.4,213,716,1939
Thoughts and Meditations,Kahlil Gibran,4.15,578,3226,1960
"The Secret Seven (The Secret Seven, #1)",Enid Blyton,3.9,10274,21836,1949
"O Jerusalem (Mary Russell and Sherlock Holmes, #5)",Laurie R. King,4.13,18713,24847,1999
"They Do It With Mirrors (Miss Marple, #6)",Agatha Christie,3.78,39206,48769,1952
Beat the Dealer: A Winning Strategy for the Game of Twenty-One,Edward O. Thorp,4.16,766,4089,1966
The Hindu-Yogi Science Of Breath,William Walker Atkinson,4.0,1051,1114,1903
The School Reunion,Shalini Boland,3.84,3152,13221,2024
"Abhorsen (Abhorsen, #3)",Garth Nix,4.24,123957,155994,2003
"The Body Farm (Kay Scarpetta, #5)",Patricia Cornwell,4.07,75375,108116,1994
"Visions in Death (In Death, #19)",J.D. Robb,4.38,28488,39237,2004
Nightshade / Night Smoke (Night Tales #3-4),Nora Roberts,4.0,6155,9530,1985
Tales of Secret Egypt,Sax Rohmer,3.64,58,109,1918
A Many-Splendoured Thing,Han Suyin,3.81,515,1466,1952
Best Russian Short Stories,Thomas Seltzer (Editor),4.0,880,813,1917
A Madman's Diary 狂人日記,Lu Xun,3.89,1403,151,1918
"The Shadow Rising (The Wheel of Time, #4)",Robert Jordan,4.28,233874,308389,1992
"E.T. the Extra-Terrestrial in His Adventure on Earth (E.T., #1)",William Kotzwinkle,4.18,11095,13624,1982
Pearl-Maiden: A Tale of the Fall of Jerusalem,H. Rider Haggard,4.05,958,1290,1903
"A Killer’s Game (Daniela Vega, #1)",Isabella Maldonado,4.18,11472,30070,2023
The Intelligent Investor,Benjamin Graham,4.25,131160,463146,1949
"Perelandra (The Space Trilogy, #2)",C.S. Lewis,4.0,53546,80509,1943
Rogues' Holiday,Maxwell March (Pseudonym),3.79,77,435,1935
Message to the Blackman in America,Elijah Muhammad,4.45,852,4648,1965
The Veldt,Ray Bradbury,4.15,11649,24824,1950
Gulliver's Travels (Saddleback's Illustrated Classics),Saddleback Educational Publishing (Adapter),3.7,889,1290,1940
Death Comes as the End,Agatha Christie,3.85,24075,30944,1944
"How the King of Elfhame Learned to Hate Stories (The Folk of the Air, #3.5)",Holly Black,4.19,191285,334840,2020
Russian Wonder Tales,Post Wheeler,4.33,24,144,1912
"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge and the Teachings of Plants",Robin Wall Kimmerer,4.54,118913,353082,2013
The Long Ships,Frans G. Bengtsson,4.27,10984,18694,1941
The Ginger Tree,Oswald Wynd,3.96,3873,6080,1977
The Night Shift,Alex Finlay,3.92,63028,186726,2022
Collected Stories (Everyman's Library),W. Somerset Maugham,4.33,1986,4252,1921
The Power of Concentration,Theron Q. Dumont (Pseudonym),3.82,1596,2185,1916
The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.18,203396,349110,2000
Turtle Island,Gary Snyder,4.09,4347,9717,1974
"Nectar of the Wicked (Deadly Divine, #1)",Ella Fields,4.17,5188,22677,2023
The Vendor of Sweets,R.K. Narayan,3.75,2715,5248,1967
Babylon Revisited and Other Stories,F. Scott Fitzgerald,3.99,5605,12604,1931
"In the Clearing (Tracy Crosswhite, #3)",Robert Dugoni,4.28,55857,108444,2016
"Plainsong (Plainsong, #1)",Kent Haruf,4.03,74009,112875,1999
In the Grip of Grace: You Can't Fall Beyond His Love,Max Lucado,4.28,10290,18215,1996
If You Come Softly,Jacqueline Woodson,4.04,12078,22547,1998
The Lord of the Rings: Weapons and Warfare,Chris   Smith (Editor),4.58,74891,115565,2003
"The Citadel of the Autarch (The Book of the New Sun, #4)",Gene Wolfe,4.24,9200,14426,1983
Keep Your Friends Close,Lucinda Berry,3.8,19216,65609,2023
The Spare Room,Andrea Bartz,3.1,13958,54819,2023
خودکاوی,Karen Horney,4.08,837,2806,1942
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Nigella Lawson,3.92,39217,123355,1998
Le Mystère des Cathédrales,Fulcanelli,3.96,541,1021,1926
Business as Usual,Jane  Oliver,4.17,432,887,1933
Shadows on the Grass,Isak Dinesen,3.86,1192,1913,1960
God Is Not Great: How Religion Poisons Everything,Christopher Hitchens,3.96,106168,218973,2007
The House of Dr. Edwardes,Francis Beeding (Pseudonym),3.31,274,619,1927
Nietzsche's Zarathustra: Notes of the Seminar given in 1934-1939 C.G. Jung,C.G. Jung,4.51,126,870,1939
Moonrise Over New Jessup,Jamila Minnicks,3.86,1894,16100,2023
Howards End: Case Studies in Contemporary Criticism,E.M. Forster,3.8,149,272,1910
"Sloppy Firsts (Jessica Darling, #1)",Megan McCafferty,3.95,35760,81755,2001
Open Throat,Henry Hoke,4.0,7348,32200,2023
"The Last Kingdom (Cotton Malone, #17)",Steve Berry,4.11,5580,18712,2023
"Plum Island (John Corey, #1)",Nelson DeMille,4.07,54990,68197,1997
The DaVinci Code: A Quest for Answers,Josh McDowell,4.45,82221,102824,2006
Dear John (screenplay),Jamie Linden,4.31,55349,78652,2010
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Ina Garten,4.11,53309,114492,2006
"Rebel Belle (Rebel Belle, #1)",Rachel Hawkins,3.81,41699,105177,2014
"The Elfstones of Shannara (The Original Shannara Trilogy, #2)",Terry Brooks,3.98,71247,93188,1982
"Moments of Mayhem (The Hunters, #3)",T.L.  Smith,3.94,1591,13084,2023
"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,4.18,328332,386578,1995
The Infernal Machine and Other Plays,Jean Cocteau,3.83,2493,3447,1932
Dress Her in Indigo (Travis McGee #11),John D. MacDonald,4.06,4344,4837,1969
"Crave (Crave, #1)",Tracy Wolff,3.79,192196,383297,2020
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,3.89,1297447,2176629,2016
Williwaw,Gore Vidal,3.43,458,790,1946
This Is Where It Ends,Marieke Nijkamp,3.68,132089,305187,2016
Grief is the Thing with Feathers,Max Porter,3.83,42156,85342,2015
Up the Down Staircase,Bel Kaufman,3.96,10058,15794,1964
Last Man Standing,David Baldacci,4.06,51594,71951,2001
"Out of My Later Years: The Scientist, Philosopher, and Man Portrayed Through His Own Words",Albert Einstein,3.95,986,3422,1950
"Black Cherry Blues (Dave Robicheaux, #3)",James Lee Burke,4.16,16032,19439,1989
King of the Khyber Rifles,Talbot Mundy,3.69,240,384,1916
The Reason I Jump: the Inner Voice of a Thirteen-Year-Old Boy with Autism,Naoki Higashida,3.87,57008,114172,2005
Freshwater: A Comedy,Virginia Woolf,3.43,337,775,1935
High Wages,Dorothy Whipple,4.26,910,2497,1930
Pumpkin Moonshine,Tasha Tudor,4.04,621,1317,1938
What Kind of Mother,Clay McLeod Chapman,3.18,2453,22872,2023
Incognito: The Secret Lives of the Brain,David Eagleman,4.08,32511,84898,2011
"Ms. Marvel, Vol. 1: No Normal",G. Willow Wilson,4.11,91477,188135,2014
"Night at the Vulcan (Roderick Alleyn, #16)",Ngaio Marsh,4.05,3326,3950,1951
Leaving Cheyenne,Larry McMurtry,4.05,3376,5218,1962
The Mothman Prophecies,John A. Keel,3.52,5952,12399,1975
A Chinese Wonder Book,Norman Hinsdale Pitman,3.7,74,171,1919
The Postcard,Anne Berest,4.38,20674,59760,2023
The Smoke Jumper,Nicholas Evans,4.06,31894,49064,2001
Dust Child,Nguyễn Phan Quế Mai,4.25,9490,38646,2023
The Astonishing Color of After,Emily X.R. Pan,4.06,31478,120030,2018
Megan Meade's Guide to the McGowan Boys,Kate Brian,3.92,32700,49845,2005
"A City on Mars: Can We Settle Space, Should We Settle Space, and Have We Really Thought This Through?",Kelly Weinersmith,4.11,2485,22302,2023
"Dragon Rider (Dragon Rider, #1)",Cornelia Funke,3.99,83387,114936,1997
The Feast of Bacchus,Ernest George Henham,3.68,41,234,1907
The Obsession of Victoria Gracen,Grace Livingston Hill,4.34,736,1107,1914
Little Women,Lucia Monfried (Adapter),4.3,4014,5694,1977
Intercourse,Andrea Dworkin,3.94,2285,14708,1987
Mr. Lincoln's Army,Bruce Catton,4.32,2784,5405,1951
Ander & Santi Were Here,Jonny Garza Villa,4.24,2775,29486,2023
Magic: A Fantastic Comedy In a Prelude and Three Acts ,G.K. Chesterton,3.83,322,561,1913
Landscape Turned Red: The Battle of Antietam,Stephen W. Sears,4.23,4547,7630,1983
Groucho and Me,Groucho Marx,4.1,3074,4896,1959
"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,4.17,861348,2484149,2022
"Under One Roof (The STEMinist Novellas, #1)",Ali Hazelwood,3.67,157967,341067,2022
Pick-Up,Charles Willeford,4.01,2054,4793,1955
Star of Light,Patricia St. John,4.09,1993,3441,1953
The Big Short: Inside the Doomsday Machine,Michael   Lewis,4.3,160859,196693,2010
The Grand Design,Stephen Hawking,4.06,73763,177512,2010
Someone Else's Shoes,Jojo Moyes,3.97,175688,345321,2023
Invitation to a Beheading,Vladimir Nabokov,3.92,17588,36439,1935
Angus and the Ducks,Marjorie Flack,4.11,1512,2542,1930
The Savage My Kinsman,Elisabeth Elliot,4.41,782,2026,1960
Arrowsmith,Sinclair Lewis,3.83,8014,18042,1925
"Realm Breaker (Realm Breaker, #1)",Victoria Aveyard,3.6,32861,150659,2021
Wheelock's Latin,Frederic M. Wheelock,4.13,1729,2582,1956
"Bringing Down the Duke (A League of Extraordinary Women, #1)",Evie,3.95,81229,185756,2019
Rules of Civility,Amor Towles,4.08,233342,370598,2011
"The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3; Legend of Drizzt, #1-3)",R.A. Salvatore,4.35,28436,40505,1995
"Mapp and Lucia (Lucia, #4)",E.F. Benson,4.23,2830,4301,1931
I Await the Devil's Coming,Mary MacLane,3.58,1593,6684,1902
"The Negative (Ansel Adams Photography, #2)",Ansel Adams,4.42,1652,3819,1948
Orphan Train,Christina Baker Kline,4.19,443317,733292,2013
"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,4.33,1370843,1879799,2019
The Futurological Congress: From the Memoirs of Ijon Tichy,Stanisław Lem,4.18,12999,18563,1971
"The Seventh Girl (Detective Kat Ballantyne, #1)",Andy Maslen,4.07,8728,27261,2024
"A Traitor in Whitehall (Parisian Orphan, #1)",Julia  Kelly,3.93,2493,17919,2023
Palm Sunday: An Autobiographical Collage,Kurt Vonnegut Jr.,3.77,6492,12645,1981
The Pythagorean Sourcebook and Library,Kenneth Sylvan Guthrie (Translator),4.3,149,679,1919
You Must Know Everything,Isaac Babel,4.02,111,328,1915
"Dragonlance Chronicles (Dragonlance, #1-3)",Margaret Weis,4.24,21153,28979,1985
The Invention of Hugo Cabret,Brian Selznick,4.22,182914,301324,2007
"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,4.22,531924,896438,2012
"Dying for Chocolate (A Goldy Bear Culinary Mystery, #2)",Diane Mott Davidson,3.81,12445,16573,1992
Tarot Divination,Aleister Crowley,3.36,55,190,1912
Saving Rain,Kelsey Kingsley,4.12,6374,23197,2023
"The Siege of Macindaw (Ranger's Apprentice, #6)",John Flanagan,4.34,69569,86358,2006
"The People That Time Forgot (Caspak, #2)",Edgar Rice Burroughs,3.68,2399,2887,1918
Pageboy,Elliot Page,3.76,54563,116973,2023
"Silver Shadows (Bloodlines, #5)",Richelle Mead,4.34,61147,110695,2014
The Satanic Verses,Salman Rushdie,3.71,65784,182813,1988
سه قطره خون,Sadegh Hedayat,3.85,7066,864,1932
Howards End,E.M. Forster,3.96,89819,91153,1910
Assignment in Brittany,Helen MacInnes,4.0,2008,2624,1941
Drive Your Plow Over the Bones of the Dead,Olga Tokarczuk,3.96,101070,85470,2009
Painting and Experience in Fifteenth-Century Italy: A Primer in the Social History of Pictorial Style,Michael Baxandall,3.96,2935,6295,1972
Mog the Forgetful Cat (Mog #1),Judith Kerr,4.32,4722,6176,1970
An Attempt at Exhausting a Place in Paris,Georges Perec,3.69,1804,4024,1975
The First Book of Farming,Charles Landon Goodrich,3.67,45,129,1905
The Iceman Cometh,Eugene O'Neill,3.9,9777,19834,1946
In God We Trust: All Others Pay Cash,Jean Shepherd,3.88,4678,10627,1966
The Silent Bullet,Arthur B. Reeve,3.43,186,197,1910
Chess Fundamentals,José Raúl Capablanca,3.96,653,1332,1908
(جان شیفته (دورۀ ۴ جلدی,Romain Rolland,4.1,1589,343,1921
Ask A Policeman,The Detection Club,3.25,657,910,1933
The Midnight Library,Matt Haig,4.0,2482873,3188364,2020
